Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Patrick Hogan,Labour,4147,0.1076,0.65,0,5,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
Denis Healy,Non party/Independent,2368,0.061399999999999996,0.37,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
Hubert Hunt,Cumann na nGaedheal,2382,0.061799999999999994,0.37,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
James O'Flynn,Cumann na nGaedheal,1327,0.0344,0.21,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
Seán O'Grady,Fianna Fail,799,0.0207,0.12,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
Thomas O'Donnell,National League,2830,0.07339999999999999,0.44,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
Brian O'Higgins,Sinn Féin,1412,0.0366,0.22,0,,,Male,1927-06-09,not available,11,5,Clare,An Clar,6425,
James Walsh,Cumann na nGaedheal,8480,0.1875,1.12,0,1,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Richard Anthony,Labour,6548,0.1448,0.87,0,2,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Seán French,Fianna Fail,5989,0.1324,0.79,0,3,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
John Horgan,National League,5177,0.1144,0.69,0,4,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Barry M Egan,Cumann na nGaedheal,1994,0.0441,0.26,0,5,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Con Lucey,Fianna Fail,607,0.0134,0.08,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Edward Fitzgerald,Labour,1910,0.042199999999999994,0.25,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Timothy Corcoran,Farmers,2060,0.0455,0.27,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Frank Daly,Farmers,1527,0.0338,0.20,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Michael Egan,Cumann na nGaedheal,920,0.0203,0.12,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Patrick Bradley,Non party/Independent,2246,0.049699999999999994,0.30,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Seán O'Leary,Fianna Fail,166,0.0037,0.02,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Sir John Scott,Non party/Independent,2638,0.0583,0.35,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Liam de Roiste,Cumann na nGaedheal,1447,0.032,0.19,0,,,Male,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Mary MacSwiney,Sinn Féin,3527,0.078,0.47,0,,,Female,1927-06-09,not available,15,5,Cork Borough,(Munster),7540,
Michael Hennessy,Cumann na nGaedheal,3743,0.1105,0.66,0,1,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
John Daly,Non party/Independent,3704,0.1093,0.66,0,2,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Martin Corry,Fianna Fail,3666,0.1082,0.65,0,3,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
David Kent,Sinn Féin,3870,0.1142,0.69,0,4,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
David O'Gorman,Farmers,2251,0.0665,0.40,0,5,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Michael K Noonan,Cumann na nGaedheal,1379,0.0407,0.24,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Edmond Carey,Non party/Independent,2976,0.08789999999999999,0.53,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Brook Brasier,Farmers,1724,0.0509,0.31,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
John Dinneen,Farmers,1853,0.0547,0.33,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Frederick McCabe,Non party/Independent,2714,0.0801,0.48,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Patrick Murphy,Labour,1793,0.0529,0.32,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Michael Cahill,Cumann na nGaedheal,1830,0.054000000000000006,0.32,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Eugene Joyce,Non party/Independent,161,0.0048,0.03,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
John Barry,Fianna Fail,2210,0.0652,0.39,0,,,Male,1927-06-09,not available,14,5,Cork East,Corcaigh Thoir,5646,
Daniel Corkery,Non party/Independent,5602,0.2404,0.96,0,1,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Daniel Vaughan,Farmers,4099,0.1759,0.70,0,2,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Timothy Quill,Labour,4165,0.1787,0.71,0,3,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Daniel Hinchin,Non party/Independent,2627,0.1127,0.45,0,,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Michael Barry,Non party/Independent,2131,0.09140000000000001,0.37,0,,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
John Cronin,Cumann na nGaedheal,2106,0.0904,0.36,0,,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Daniel Forde,Farmers,2575,0.1105,0.44,0,,,Male,1927-06-09,not available,7,3,Cork North,(Munster),5827,
Timothy Murphy,Labour,6679,0.18719999999999998,1.12,0,1,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Thomas Mullins,Fianna Fail,2925,0.08199999999999999,0.49,0,2,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Timothy Sheehy,Cumann na nGaedheal,3206,0.08990000000000001,0.54,0,3,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Timothy O'Donovan,Farmers,3708,0.1039,0.62,0,4,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Jasper Wolfe,Non party/Independent,4422,0.12390000000000001,0.74,0,5,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Cornelius O'Donovan,Non party/Independent,947,0.0265,0.16,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Jeremiah McCarthy,Fianna Fail,2122,0.059500000000000004,0.36,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
John Prior,Cumann na nGaedheal,1685,0.0472,0.28,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Joseph MacCarthy,Farmers,2693,0.0755,0.45,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Seán Buckley,Sinn Féin,1349,0.0378,0.23,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Thomas O'Donovan,Cumann na nGaedheal,2404,0.0674,0.40,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
George Ross,Fianna Fail,1739,0.0487,0.29,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Jeremiah O'Sullivan,Farmers,1801,0.050499999999999996,0.30,0,,,Male,1927-06-09,not available,13,5,Cork West,(Munster),5947,
Major James Myles,Non party/Independent,7557,0.1514,1.36,0,1,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Daniel McMenamin,National League,5828,0.1167,1.05,0,2,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
John White,Farmers,5031,0.1008,0.91,0,3,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Neal Blaney,Fianna Fail,5681,0.11380000000000001,1.02,0,4,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Frank Carney,Fianna Fail,3002,0.0601,0.54,0,5,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Eugene Doherty,Cumann na nGaedheal,4005,0.0802,0.72,0,6,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Hugh Law,Cumann na nGaedheal,3596,0.07200000000000001,0.65,0,7,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Michael McFadden,Cumann na nGaedheal,3105,0.0622,0.56,0,8,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Archie J Cassidy,Labour,2491,0.0499,0.45,0,,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Patrick McGoldrick,Cumann na nGaedheal,2750,0.055099999999999996,0.50,0,,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Seamus Monaghan,Fianna Fail,2899,0.0581,0.52,0,,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Denis Houston,Labour,2005,0.04019999999999999,0.36,0,,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Patrick McFadden,Cumann na nGaedheal,1975,0.039599999999999996,0.36,0,,,Male,1927-06-09,not available,13,8,Donegal,(Ulster),5548,
Kevin O'Higgins,Cumann na nGaedheal,15918,0.2271,0.23,0,1,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Major Bryan Cooper,Non party/Independent,9378,0.1338,0.13,0,2,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Patrick Belton,Fianna Fail,8751,0.1249,0.12,0,3,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Desmond Fitzgerald,Cumann na nGaedheal,3902,0.0557,0.06,0,4,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
John Good,Non party/Independent,4204,0.06,0.06,0,5,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Thomas Johnson,Labour,4257,0.060700000000000004,0.06,0,6,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Seán MacEntee,Fianna Fail,4238,0.0605,0.06,0,7,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Batt O'Connor,Cumann na nGaedheal,1602,0.0229,0.02,0,8,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Sean Brady,Fianna Fail,1636,0.0233,0.02,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
James Morris,Fianna Fail,379,0.0054,0.01,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Gerald Tench,Non party/Independent,315,0.0045000000000000005,0.00,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
John Rooney,Cumann na nGaedheal,1263,0.018000000000000002,0.02,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Mary Guinness,Non party/Independent,1413,0.0202,0.02,0,,,Female,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Denis Byrne,Non party/Independent,994,0.014199999999999999,0.01,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Kathleen Lynn,Sinn Féin,1937,0.0276,0.03,0,,,Female,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Henry Harrison,Non party/Independent,1919,0.0274,0.03,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Robert Brennan,Fianna Fail,1009,0.0144,0.01,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
William Norton,Labour,2440,0.0348,0.03,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
John McCabe,Non party/Independent,1610,0.023,0.02,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Patrick Curran,Labour,2926,0.0417,0.04,0,,,Male,1927-06-09,not available,20,0,Dublin County,Baile Atha Cliath,70092,
Alfie Byrne,Non party/Independent,17780,0.2798,2.52,0,1,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
General Richard Mulcahy,Cumann na nGaedheal,11726,0.1845,1.66,0,2,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Seán T O'Kelly,Fianna Fail,6040,0.0951,0.86,0,3,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Kathleen Clarke,Fianna Fail,3818,0.0601,0.54,0,4,,Female,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Oscar Traynor,Sinn Féin,4351,0.06849999999999999,0.62,0,5,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Denis Cullen,Labour,1692,0.026600000000000002,0.24,0,6,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
John Byrne,Cumann na nGaedheal,2267,0.035699999999999996,0.32,0,7,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Margaret Collins O'Driscoll,Cumann na nGaedheal,2053,0.0323,0.29,0,8,,Female,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Patrick Leonard,Cumann na nGaedheal,1679,0.0264,0.24,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Eamonn Cooney,Fianna Fail,2940,0.0463,0.42,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
J P Neary,Non party/Independent,565,0.0089,0.08,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Coghlan Briscoe,National League,1837,0.028900000000000002,0.26,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
William Larkin,Non party/Independent,1012,0.0159,0.14,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
John Donnelly,Cumann na nGaedheal,890,0.013999999999999999,0.13,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Conn Murphy,Fianna Fail,1345,0.0212,0.19,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Ronald Mortished,Labour,1237,0.0195,0.18,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
B C Hackett,National League,860,0.013500000000000002,0.12,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Edward Carroll,Labour,1219,0.0192,0.17,0,,,Male,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Lillie O'Shea Leamy,Non party/Independent,234,0.0037,0.03,0,,,Female,1927-06-09,not available,19,8,Dublin North,Baile Atha Cliath Thuaidh,7061,
Seán Lemass,Fianna Fail,8522,0.161,1.29,0,1,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
James Beckett,Cumann na nGaedheal,8183,0.15460000000000002,1.24,0,2,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Vincent Rice,Non party/Independent,6575,0.1242,0.99,0,3,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Countess Constance de Markievicz,Fianna Fail,4026,0.0761,0.61,0,4,,Female,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Myles Keogh,Non party/Independent,5290,0.0999,0.80,0,5,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Peadar Doyle,Cumann na nGaedheal,4428,0.0837,0.67,0,6,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Thomas Lawlor,Labour,2826,0.053399999999999996,0.43,0,7,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
John O'Neill,Cumann na nGaedheal,2555,0.0483,0.39,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Denis Healy,Fianna Fail,918,0.0173,0.14,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Seán Campbell,Labour,1825,0.0345,0.28,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Thomas Nagle,Labour,821,0.0155,0.12,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Charles Murphy,Sinn Féin,2211,0.0418,0.33,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Patrick Morgan,Cumann na nGaedheal,921,0.0174,0.14,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Michael O'Mullane,Non party/Independent,2121,0.0401,0.32,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Robert Briscoe,Fianna Fail,1705,0.0322,0.26,0,,,Male,1927-06-09,not available,15,7,Dublin South,Baile Atha Cliath Theas,6616,
Prof William Thrift,Non party/Independent,614,0.3864,1.54,0,1,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
James Craig,Non party/Independent,356,0.22399999999999998,0.89,0,2,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
Prof Ernest Alton,Non party/Independent,287,0.18059999999999998,0.72,0,3,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,TD
Bolton Waller,Non party/Independent,332,0.2089,0.83,0,,,Male,1927-06-09,not available,4,3,Dublin University (Trinity College),Baile Atha Cliath,398,
W T Cosgrave,Cumann na nGaedheal,13949,0.32420000000000004,1.94,0,1,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Thomas Derrig,Fianna Fail,9891,0.2299,1.38,0,2,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,TD
Peter de Loughry,Cumann na nGaedheal,2516,0.058499999999999996,0.35,0,3,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Richard Holohan,Farmers,4599,0.1069,0.64,0,4,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Edward Doyle,Labour,4956,0.1152,0.69,0,5,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Michael Delaney,Fianna Fail,3229,0.075,0.45,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
Denis Gorey,Cumann na nGaedheal,2541,0.0591,0.35,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
James Reade,Non party/Independent,1348,0.0313,0.19,0,,,Male,1927-09-15,not available,8,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,7172,
John O'Hanlon,Non party/Independent,6154,0.1769,0.88,0,1,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
John O'Reilly,Cumann na nGaedheal,6652,0.1912,0.96,0,2,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Paddy Smith,Fianna Fail,6496,0.1868,0.93,0,3,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
John Cole,Non party/Independent,6136,0.1764,0.88,0,4,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Michael Sheridan,Fianna Fail,4862,0.1398,0.70,0,,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Patrick Baxter,Farmers,4484,0.12890000000000001,0.64,0,,,Male,1927-09-15,not available,6,4,Cavan,(Ulster),6957,
Eamon de Valera,Fianna Fail,13902,0.34299999999999997,2.06,0,1,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Houlihan,Fianna Fail,3003,0.0741,0.44,0,2,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Kelly,Cumann na nGaedheal,5646,0.1393,0.84,0,3,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Hogan,Labour,4683,0.1155,0.69,0,4,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Martin Sexton,Fianna Fail,3506,0.08650000000000001,0.52,0,5,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Thomas Falvey,Farmers,2481,0.061200000000000004,0.37,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Seán O'Dea,Cumann na nGaedheal,2136,0.0527,0.32,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
Patrick Burke,Cumann na nGaedheal,4201,0.1036,0.62,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
John O'Dwyer,Fianna Fail,977,0.0241,0.14,0,,,Male,1927-09-15,not available,9,5,Clare,An Clar,6756,
W T Cosgrave,Cumann na nGaedheal,17395,0.3892,2.33,0,1,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Seán French,Fianna Fail,11608,0.2597,1.56,0,2,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Barry M Egan,Cumann na nGaedheal,1383,0.030899999999999997,0.19,0,3,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Richard Anthony,Labour,5668,0.1268,0.76,0,4,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Hugo Flinn,Fianna Fail,1236,0.0277,0.17,0,5,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Michael Nagle,Cumann na nGaedheal,1122,0.025099999999999997,0.15,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Luke Duffy,Labour,447,0.01,0.06,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
John Horgan,Non party/Independent,2452,0.054900000000000004,0.33,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Sir John Scott,Non party/Independent,1344,0.0301,0.18,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Alexander Healy,Cumann na nGaedheal,813,0.0182,0.11,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Con Lucey,Fianna Fail,1231,0.0275,0.17,0,,,Male,1927-09-15,not available,11,5,Cork Borough,(Munster),7450,
Martin Corry,Fianna Fail,4208,0.1183,0.71,0,1,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
John Daly,Cumann na nGaedheal,5125,0.14400000000000002,0.86,0,2,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Michael Hennessy,Cumann na nGaedheal,5130,0.1442,0.86,0,3,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Edmond Carey,Cumann na nGaedheal,3851,0.1082,0.65,0,4,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
William Kent,Fianna Fail,3014,0.08470000000000001,0.51,0,5,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Eamonn Lynch,Labour,2918,0.08199999999999999,0.49,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
John Barry,Fianna Fail,2888,0.0812,0.49,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Seamus Fitzgerald,Fianna Fail,1700,0.0478,0.29,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Philip Barry,Non party/Independent,1812,0.0509,0.31,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Brook Brasier,Farmers,1951,0.0548,0.33,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
David O'Gorman,Farmers,2988,0.084,0.50,0,,,Male,1927-09-15,not available,11,5,Cork East,Corcaigh Thoir,5931,
Daniel Corkery,Fianna Fail,7800,0.3025,1.21,0,1,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel O'Leary,Cumann na nGaedheal,7074,0.2743,1.10,0,2,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel Vaughan,Farmers,5147,0.1996,0.80,0,3,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Daniel Hinchin,Non party/Independent,1642,0.0637,0.25,0,,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Timothy Quill,Labour,4123,0.15990000000000001,0.64,0,,,Male,1927-09-15,not available,5,3,Cork North,(Munster),6447,
Thomas Mullins,Fianna Fail,4797,0.1323,0.79,0,1,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Jasper Wolfe,Non party/Independent,6027,0.16620000000000001,1.00,0,2,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Timothy Murphy,Labour,5561,0.1534,0.92,0,3,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Timothy O'Donovan,Farmers,5893,0.1625,0.98,0,4,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Timothy Sheehy,Cumann na nGaedheal,4771,0.1316,0.79,0,5,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Raphael Keyes,Fianna Fail,4585,0.1265,0.76,0,,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Eamonn O'Neill,Cumann na nGaedheal,4623,0.1275,0.77,0,,,Male,1927-09-15,not available,7,5,Cork West,(Munster),6043,
Major James Myles,Non party/Independent,7934,0.1454,1.31,0,1,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Neal Blaney,Fianna Fail,6877,0.1261,1.13,0,2,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Eugene Doherty,Cumann na nGaedheal,6108,0.11199999999999999,1.01,0,3,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Frank Carney,Fianna Fail,4811,0.0882,0.79,0,4,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Hugh Law,Cumann na nGaedheal,5224,0.0958,0.86,0,5,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Archie J Cassidy,Labour,3675,0.0674,0.61,0,6,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Michael McFadden,Cumann na nGaedheal,4740,0.08689999999999999,0.78,0,7,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
John White,Farmers,4627,0.0848,0.76,0,8,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Edward Kelly,Cumann na nGaedheal,2067,0.0379,0.34,0,,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Kate McCarry,Non party/Independent,164,0.003,0.03,0,,,Female,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Patrick McGinley,Fianna Fail,2463,0.0451,0.41,0,,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
John O'Flaherty,Fianna Fail,1973,0.0362,0.33,0,,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Patrick McGoldrick,Cumann na nGaedheal,3889,0.0713,0.64,0,,,Male,1927-09-15,not available,13,8,Donegal,(Ulster),6062,
Major Bryan Cooper,Cumann na nGaedheal,15462,0.2141,1.93,0,1,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
General Gerald O'Sullivan,Cumann na nGaedheal,10343,0.1432,1.29,0,2,,Male,1927-09-15,100840,13,8,Dublin County,Baile Atha Cliath,8023,
